SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
672882914,00067M11:02:40.783,0067 10:48:46,1.42,,,,273.25,,4.83,,,,323.26,,1,1,1
672882914.5,00067M11:02:41.269,0067 10:48:46,1.03,,,,273.25,,3.86,,,,323.26,,1,1,1
672882915,00067M11:02:41.756,0067 10:48:47,1.28,,,,273.25,,3.53,,,,323.26,,1,1,1
672882915.5,00067M11:02:42.243,0067 10:48:47,3.08,,,,273.25,,3.40,,,,318.26,,1,1,1
672882916,00067M11:02:42.729,0067 10:48:48,2.58,,,,273.25,,3.29,,,,318.26,,1,1,1
672882916.5,00067M11:02:43.216,0067 10:48:48,1.09,,,,273.25,,3.09,,,,323.26,,1,1,1
672882917,00067M11:02:43.702,0067 10:48:49,2.39,,,,273.25,,3.10,,,,318.26,,1,1,1
672882917.5,00067M11:02:44.189,0067 10:48:49,2.97,,,,273.25,,2.84,,,,313.25,,1,1,1
672882918,00067M11:02:44.676,0067 10:48:50,2.64,,,,273.25,,2.90,,,,308.25,,1,1,1
672882918.5,00067M11:02:45.162,0067 10:48:50,2.90,,,,273.25,,2.77,,,,308.25,,1,1,1
672882919,00067M11:02:45.649,0067 10:48:51,3.09,,,,273.25,,2.77,,,,308.25,,1,1,1
672882919.5,00067M11:02:46.136,0067 10:48:51,2.70,,,,273.25,,2.90,,,,303.25,,1,1,1
672882920,00067M11:02:46.622,0067 10:48:52,2.78,,,,273.25,,3.10,,,,303.25,,1,1,1
672882920.5,00067M11:02:47.109,0067 10:48:52,3.37,,,,273.25,,3.18,,,,313.25,,1,1,1
672882921,00067M11:02:47.595,0067 10:48:53,2.78,,,,273.25,,2.39,,,,313.25,,1,1,1
672882921.5,00067M11:02:48.082,0067 10:48:53,2.27,,,,273.25,,2.27,,,,308.25,,1,1,1
672882922,00067M11:02:48.569,0067 10:48:54,2.34,,,,273.25,,2.14,,,,308.25,,1,1,1
672882922.5,00067M11:02:49.055,0067 10:48:54,2.47,,,,273.25,,4.03,,,,293.25,,1,1,1
672882923,00067M11:02:49.542,0067 10:48:55,2.66,,,,273.25,,3.76,,,,298.25,,1,1,1
672882923.5,00067M11:02:50.029,0067 10:48:55,2.40,,,,273.25,,2.92,,,,303.25,,1,1,1
672882924,00067M11:02:50.515,0067 10:48:55,2.41,,,,273.25,,2.89,,,,318.26,,1,1,1
672882924.5,00067M11:02:51.002,0067 10:48:56,0.72,,,,273.25,,2.68,,,,328.26,,1,1,1
672882925,00067M11:02:51.488,0067 10:48:56,2.13,,,,273.25,,3.59,,,,323.26,,1,1,1
672882925.5,00067M11:02:51.975,0067 10:48:57,2.06,,,,273.25,,4.12,,,,323.26,,1,1,1
672882926,00067M11:02:52.462,0067 10:48:57,1.66,,,,273.25,,4.11,,,,323.26,,1,1,1
672882926.5,00067M11:02:52.948,0067 10:48:58,2.43,,,,273.25,,4.21,,,,323.26,,1,1,1
672882927,00067M11:02:53.435,0067 10:48:58,3.15,,,,273.25,,4.13,,,,318.26,,1,1,1
672882927.5,00067M11:02:53.922,0067 10:48:59,1.64,,,,273.25,,3.68,,,,328.26,,1,1,1
672882928,00067M11:02:54.408,0067 10:48:59,0.33,,,,273.25,,4.13,,,,328.26,,1,1,1
672882928.5,00067M11:02:54.895,0067 10:49:00,0.73,,,,273.25,,4.32,,,,333.26,,1,1,1
672882929,00067M11:02:55.381,0067 10:49:00,0.79,,,,273.25,,3.82,,,,328.26,,1,1,1
672882929.5,00067M11:02:55.868,0067 10:49:01,0.92,,,,273.25,,4.00,,,,328.26,,1,1,1
672882930,00067M11:02:56.355,0067 10:49:01,1.38,,,,273.25,,3.74,,,,323.26,,1,1,1
672882930.5,00067M11:02:56.841,0067 10:49:02,2.31,,,,273.25,,3.63,,,,323.26,,1,1,1
672882931,00067M11:02:57.328,0067 10:49:02,2.71,,,,273.25,,3.76,,,,313.25,,1,1,1
672882931.5,00067M11:02:57.815,0067 10:49:03,2.38,,,,273.25,,3.05,,,,313.25,,1,1,1
672882932,00067M11:02:58.301,0067 10:49:03,2.41,,,,273.25,,3.14,,,,318.26,,1,1,1
672882932.5,00067M11:02:58.788,0067 10:49:04,2.21,,,,273.25,,2.68,,,,318.26,,1,1,1
672882933,00067M11:02:59.274,0067 10:49:04,1.95,,,,273.25,,2.82,,,,318.26,,1,1,1
672882933.5,00067M11:02:59.761,0067 10:49:05,2.22,,,,273.25,,3.16,,,,318.26,,1,1,1
672882934,00067M11:03:00.248,0067 10:49:05,2.22,,,,273.25,,2.96,,,,318.26,,1,1,1
672882934.5,00067M11:03:00.734,0067 10:49:06,2.73,,,,273.25,,2.93,,,,313.25,,1,1,1
672882935,00067M11:03:01.221,0067 10:49:06,2.06,,,,273.25,,2.99,,,,318.26,,1,1,1
672882935.5,00067M11:03:01.708,0067 10:49:07,2.32,,,,273.25,,2.71,,,,313.25,,1,1,1
672882936,00067M11:03:02.194,0067 10:49:07,2.11,,,,273.25,,2.71,,,,318.26,,1,1,1
672882936.5,00067M11:03:02.681,0067 10:49:08,1.12,,,,273.25,,2.83,,,,323.26,,1,1,1
672882937,00067M11:03:03.167,0067 10:49:08,1.25,,,,273.25,,2.46,,,,318.26,,1,1,1
672882937.5,00067M11:03:03.654,0067 10:49:09,2.24,,,,273.25,,2.30,,,,313.25,,1,1,1
672882938,00067M11:03:04.141,0067 10:49:09,1.78,,,,273.25,,2.37,,,,313.25,,1,1,1
672882938.5,00067M11:03:04.627,0067 10:49:10,1.72,,,,273.25,,2.24,,,,313.25,,1,1,1
672882939,00067M11:03:05.114,0067 10:49:10,1.78,,,,273.25,,2.11,,,,318.26,,1,1,1
672882939.5,00067M11:03:05.601,0067 10:49:11,1.85,,,,273.25,,2.11,,,,308.25,,1,1,1
672882940,00067M11:03:06.087,0067 10:49:11,1.92,,,,273.25,,1.79,,,,318.26,,1,1,1
672882940.5,00067M11:03:06.574,0067 10:49:12,1.73,,,,273.25,,1.99,,,,308.25,,1,1,1
672882941,00067M11:03:07.060,0067 10:49:12,1.93,,,,273.25,,1.73,,,,303.25,,1,1,1
672882941.5,00067M11:03:07.547,0067 10:49:13,1.66,,,,273.25,,1.93,,,,298.25,,1,1,1
672882942,00067M11:03:08.034,0067 10:49:13,1.60,,,,273.25,,1.60,,,,298.25,,1,1,1
672882942.5,00067M11:03:08.520,0067 10:49:14,1.14,,,,273.25,,1.61,,,,298.25,,1,1,1
672882943,00067M11:03:09.007,0067 10:49:14,1.01,,,,273.25,,1.69,,,,298.25,,1,1,1
672882943.5,00067M11:03:09.494,0067 10:49:14,0.95,,,,273.25,,1.42,,,,323.26,,1,1,1
672882944,00067M11:03:09.980,0067 10:49:15,1.09,,,,273.25,,1.47,,,,323.26,,1,1,1
672882944.5,00067M11:03:10.467,0067 10:49:15,1.02,,,,273.25,,1.77,,,,318.26,,1,1,1
672882945,00067M11:03:10.953,0067 10:49:16,1.09,,,,273.25,,1.43,,,,323.26,,1,1,1
672882945.5,00067M11:03:11.440,0067 10:49:16,0.75,,,,273.25,,1.36,,,,333.26,,1,1,1
672882946,00067M11:03:11.927,0067 10:49:17,0.39,,,,273.25,,1.23,,,,338.26,,1,1,1
672882946.5,00067M11:03:12.413,0067 10:49:17,0.39,,,,273.25,,1.37,,,,328.26,,1,1,1
672882947,00067M11:03:12.900,0067 10:49:18,1.03,,,,273.25,,1.71,,,,313.25,,1,1,1
672882947.5,00067M11:03:13.387,0067 10:49:18,1.44,,,,273.25,,1.85,,,,313.25,,1,1,1
672882948,00067M11:03:13.873,0067 10:49:19,0.87,,,,273.25,,2.06,,,,323.26,,1,1,1
672882948.5,00067M11:03:14.360,0067 10:49:19,0.37,,,,268.25,,2.27,,,,298.25,,1,1,1
672882949,00067M11:03:14.846,0067 10:49:20,0.74,,,,233.25,,1.56,,,,328.26,,1,1,1
672882949.5,00067M11:03:15.333,0067 10:49:20,0.71,,,,263.25,,1.72,,,,328.26,,1,1,1
672882950,00067M11:03:15.820,0067 10:49:21,1.10,,,,273.25,,1.99,,,,313.25,,1,1,1
672882950.5,00067M11:03:16.306,0067 10:49:21,1.10,,,,273.25,,1.58,,,,323.26,,1,1,1
672882951,00067M11:03:16.793,0067 10:49:22,0.62,,,,273.25,,1.86,,,,333.26,,1,1,1
672882951.5,00067M11:03:17.280,0067 10:49:22,0.48,,,,233.25,,1.72,,,,328.26,,1,1,1
672882952,00067M11:03:17.766,0067 10:49:23,0.60,,,,273.25,,1.60,,,,328.26,,1,1,1
672882952.5,00067M11:03:18.253,0067 10:49:23,0.76,,,,273.25,,1.65,,,,333.26,,1,1,1
672882953,00067M11:03:18.739,0067 10:49:24,0.55,,,,273.25,,1.33,,,,328.26,,1,1,1
672882953.5,00067M11:03:19.226,0067 10:49:24,0.57,,,,273.25,,1.37,,,,323.26,,1,1,1
672882954,00067M11:03:19.713,0067 10:49:25,0.50,,,,273.25,,1.24,,,,298.25,,1,1,1
672882954.5,00067M11:03:20.199,0067 10:49:25,0.53,,,,273.25,,1.08,,,,338.26,,1,1,1
672882955,00067M11:03:20.686,0067 10:49:26,0.46,,,,123.25,,0.53,,,,338.26,,1,1,1
672882955.5,00067M11:03:21.173,0067 10:49:26,0.44,,,,268.25,,1.11,,,,298.25,,1,1,1
672882956,00067M11:03:21.659,0067 10:49:27,1.20,,,,133.25,,0.90,,,,298.25,,1,1,1
672882956.5,00067M11:03:22.146,0067 10:49:27,0.88,,,,228.25,,0.42,,,,223.26,,1,1,1
672882957,00067M11:03:22.632,0067 10:49:28,1.18,,,,203.26,,1.34,,,,228.25,,1,1,1
672882957.5,00067M11:03:23.119,0067 10:49:28,1.20,,,,223.26,,0.42,,,,218.26,,1,1,1
672882958,00067M11:03:23.606,0067 10:49:29,0.74,,,,263.25,,0.42,,,,238.25,,1,1,1
672882958.5,00067M11:03:24.092,0067 10:49:29,0.60,,,,68.25,,0.90,,,,298.25,,1,1,1
672882959,00067M11:03:24.579,0067 10:49:30,0.62,,,,273.25,,0.56,,,,233.25,,1,1,1
672882959.5,00067M11:03:25.066,0067 10:49:30,0.79,,,,253.25,,1.53,,,,253.25,,1,1,1
672882960,00067M11:03:25.552,0067 10:49:31,0.58,,,,258.25,,1.18,,,,228.25,,1,1,1
672882960.5,00067M11:03:26.039,0067 10:49:31,0.63,,,,273.25,,0.51,,,,3.26,,1,1,1
672882961,00067M11:03:26.525,0067 10:49:32,1.53,,,,73.25,,1.74,,,,68.25,,1,1,1
672882961.5,00067M11:03:27.012,0067 10:49:32,3.06,,,,63.25,,2.57,,,,68.25,,1,1,1
672882962,00067M11:03:27.499,0067 10:49:32,2.45,,,,63.25,,2.59,,,,43.26,,1,1,1
672882962.5,00067M11:03:27.985,0067 10:49:33,2.30,,,,63.25,,2.10,,,,53.25,,1,1,1
672882963,00067M11:03:28.472,0067 10:49:33,2.71,,,,63.25,,2.23,,,,68.25,,1,1,1
672882963.5,00067M11:03:28.959,0067 10:49:34,2.09,,,,63.25,,1.89,,,,68.25,,1,1,1
672882964,00067M11:03:29.445,0067 10:49:34,2.31,,,,63.25,,2.13,,,,58.25,,1,1,1
672882964.5,00067M11:03:29.932,0067 10:49:35,1.97,,,,63.25,,2.31,,,,53.25,,1,1,1
672882965,00067M11:03:30.419,0067 10:49:35,1.62,,,,63.25,,2.16,,,,68.25,,1,1,1
672882965.5,00067M11:03:30.905,0067 10:49:36,1.35,,,,63.25,,1.82,,,,68.25,,1,1,1
672882966,00067M11:03:31.392,0067 10:49:36,1.09,,,,63.25,,1.43,,,,68.25,,1,1,1
672882966.5,00067M11:03:31.878,0067 10:49:37,0.62,,,,63.25,,1.23,,,,68.25,,1,1,1
672882967,00067M11:03:32.365,0067 10:49:37,1.28,,,,108.25,,1.10,,,,203.26,,1,1,1
672882967.5,00067M11:03:32.852,0067 10:49:38,1.31,,,,118.25,,0.58,,,,213.26,,1,1,1
672882968,00067M11:03:33.338,0067 10:49:38,1.11,,,,103.25,,0.62,,,,198.26,,1,1,1
672882968.5,00067M11:03:33.825,0067 10:49:39,0.67,,,,88.25,,1.53,,,,208.26,,1,1,1
672882969,00067M11:03:34.312,0067 10:49:39,1.18,,,,83.25,,0.63,,,,68.25,,1,1,1
672882969.5,00067M11:03:34.798,0067 10:49:40,0.49,,,,88.25,,0.70,,,,23.26,,1,1,1
672882970,00067M11:03:35.285,0067 10:49:40,1.39,,,,108.25,,1.25,,,,68.25,,1,1,1
672882970.5,00067M11:03:35.771,0067 10:49:41,2.02,,,,63.25,,1.60,,,,68.25,,1,1,1
672882971,00067M11:03:36.258,0067 10:49:41,1.81,,,,63.25,,2.16,,,,68.25,,1,1,1
672882971.5,00067M11:03:36.745,0067 10:49:42,1.52,,,,73.25,,1.87,,,,68.25,,1,1,1
672882972,00067M11:03:37.231,0067 10:49:42,1.73,,,,123.25,,1.45,,,,68.25,,1,1,1
672882972.5,00067M11:03:37.718,0067 10:49:43,2.22,,,,108.25,,1.18,,,,203.26,,1,1,1
672882973,00067M11:03:38.205,0067 10:49:43,2.57,,,,118.25,,1.74,,,,198.26,,1,1,1
672882973.5,00067M11:03:38.691,0067 10:49:44,2.09,,,,83.25,,1.18,,,,208.26,,1,1,1
672882974,00067M11:03:39.178,0067 10:49:44,0.84,,,,68.25,,0.67,,,,13.26,,1,1,1
672882974.5,00067M11:03:39.664,0067 10:49:45,0.77,,,,63.25,,1.30,,,,33.26,,1,1,1
672882975,00067M11:03:40.151,0067 10:49:45,1.77,,,,83.25,,0.84,,,,68.25,,1,1,1
672882975.5,00067M11:03:40.638,0067 10:49:46,1.12,,,,78.25,,0.98,,,,68.25,,1,1,1
672882976,00067M11:03:41.124,0067 10:49:46,1.82,,,,73.25,,1.61,,,,38.26,,1,1,1
672882976.5,00067M11:03:41.611,0067 10:49:47,2.37,,,,83.25,,2.02,,,,68.25,,1,1,1
672882977,00067M11:03:42.098,0067 10:49:47,1.46,,,,108.25,,1.46,,,,68.25,,1,1,1
672882977.5,00067M11:03:42.584,0067 10:49:48,1.14,,,,78.25,,1.47,,,,33.26,,1,1,1
672882978,00067M11:03:43.071,0067 10:49:48,1.67,,,,118.25,,1.19,,,,38.26,,1,1,1
672882978.5,00067M11:03:43.557,0067 10:49:49,1.68,,,,103.25,,1.40,,,,38.26,,1,1,1
672882979,00067M11:03:44.044,0067 10:49:49,2.58,,,,83.25,,1.39,,,,198.26,,1,1,1
672882979.5,00067M11:03:44.531,0067 10:49:50,2.30,,,,83.25,,1.60,,,,43.26,,1,1,1
672882980,00067M11:03:45.017,0067 10:49:50,2.51,,,,88.25,,0.91,,,,68.25,,1,1,1
