SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
693704079,00302M00:00:00.630,0302 00:32:08,0.94,,,,282.20,,1.77,,,,277.21,,0,1,1
693704080,00302M00:00:01.604,0302 00:32:09,0.86,,,,282.20,,1.77,,,,277.21,,0,1,1
693704081,00302M00:00:02.577,0302 00:32:10,0.87,,,,277.21,,1.65,,,,277.21,,0,1,1
693704082,00302M00:00:03.550,0302 00:32:11,1.00,,,,282.20,,1.65,,,,277.21,,0,1,1
693704083,00302M00:00:04.523,0302 00:32:12,0.92,,,,287.17,,1.71,,,,287.17,,0,1,1
693704084,00302M00:00:05.497,0302 00:32:13,1.02,,,,282.20,,1.73,,,,272.22,,0,1,1
693704085,00302M00:00:06.470,0302 00:32:14,1.16,,,,277.21,,1.77,,,,272.22,,0,1,1
693704086,00302M00:00:07.443,0302 00:32:15,1.02,,,,282.20,,1.77,,,,272.22,,0,1,1
693704087,00302M00:00:08.416,0302 00:32:16,0.83,,,,282.20,,1.51,,,,282.20,,0,1,1
693704088,00302M00:00:09.390,0302 00:32:17,0.75,,,,287.17,,1.40,,,,277.21,,0,1,1
693704089,00302M00:00:10.363,0302 00:32:18,0.98,,,,282.20,,1.65,,,,277.21,,0,1,1
693704090,00302M00:00:11.336,0302 00:32:19,0.75,,,,282.20,,1.77,,,,272.22,,0,1,1
693704091,00302M00:00:12.309,0302 00:32:20,0.92,,,,287.17,,1.58,,,,277.21,,0,1,1
693704092,00302M00:00:13.283,0302 00:32:21,0.79,,,,282.20,,1.58,,,,277.21,,0,1,1
693704093,00302M00:00:14.256,0302 00:32:22,0.77,,,,282.20,,1.40,,,,282.20,,0,1,1
693704094,00302M00:00:15.229,0302 00:32:23,0.85,,,,297.09,,1.46,,,,292.13,,0,1,1
693704095,00302M00:00:16.202,0302 00:32:24,0.79,,,,292.13,,1.46,,,,287.17,,0,1,1
693704096,00302M00:00:17.176,0302 00:32:25,0.94,,,,297.09,,1.40,,,,287.17,,0,1,1
693704097,00302M00:00:18.149,0302 00:32:26,0.98,,,,292.13,,1.46,,,,287.17,,0,1,1
693704098,00302M00:00:19.122,0302 00:32:27,0.91,,,,287.17,,1.60,,,,287.17,,0,1,1
693704099,00302M00:00:20.095,0302 00:32:28,0.91,,,,297.09,,1.58,,,,292.13,,0,1,1
693704100,00302M00:00:21.069,0302 00:32:29,1.28,,,,302.04,,1.59,,,,297.09,,0,1,1
693704101,00302M00:00:22.042,0302 00:32:29,1.22,,,,316.87,,1.53,,,,297.09,,0,1,1
693704102,00302M00:00:23.015,0302 00:32:30,0.86,,,,292.13,,1.28,,,,297.09,,0,1,1
693704103,00302M00:00:23.988,0302 00:32:31,0.63,,,,302.04,,1.22,,,,297.09,,0,1,1
693704104,00302M00:00:24.962,0302 00:32:32,0.75,,,,316.87,,1.34,,,,302.04,,0,1,1
693704105,00302M00:00:25.935,0302 00:32:33,0.92,,,,306.99,,1.47,,,,297.09,,0,1,1
693704106,00302M00:00:26.908,0302 00:32:34,0.94,,,,297.09,,1.53,,,,297.09,,0,1,1
693704107,00302M00:00:27.881,0302 00:32:35,0.90,,,,311.93,,1.59,,,,297.09,,0,1,1
693704108,00302M00:00:28.855,0302 00:32:36,1.04,,,,302.04,,1.65,,,,292.13,,0,1,1
693704109,00302M00:00:29.828,0302 00:32:37,1.40,,,,297.09,,1.47,,,,297.09,,0,1,1
693704110,00302M00:00:30.801,0302 00:32:38,1.29,,,,306.99,,1.65,,,,297.09,,0,1,1
693704111,00302M00:00:31.774,0302 00:32:39,1.35,,,,302.04,,1.84,,,,297.09,,0,1,1
693704112,00302M00:00:32.748,0302 00:32:40,1.41,,,,302.04,,1.77,,,,297.09,,0,1,1
693704113,00302M00:00:33.721,0302 00:32:41,1.49,,,,302.04,,1.69,,,,297.09,,0,1,1
693704114,00302M00:00:34.694,0302 00:32:42,1.37,,,,302.04,,1.77,,,,297.09,,0,1,1
693704115,00302M00:00:35.667,0302 00:32:43,1.47,,,,297.09,,1.71,,,,292.13,,0,1,1
693704116,00302M00:00:36.641,0302 00:32:44,1.29,,,,302.04,,1.65,,,,297.09,,0,1,1
693704117,00302M00:00:37.614,0302 00:32:45,1.16,,,,302.04,,1.71,,,,297.09,,0,1,1
693704118,00302M00:00:38.587,0302 00:32:46,1.28,,,,297.09,,1.73,,,,292.13,,0,1,1
693704119,00302M00:00:39.560,0302 00:32:47,1.31,,,,302.04,,1.77,,,,297.09,,0,1,1
693704120,00302M00:00:40.534,0302 00:32:48,1.28,,,,297.09,,1.71,,,,297.09,,0,1,1
693704121,00302M00:00:41.507,0302 00:32:49,1.35,,,,302.04,,1.84,,,,297.09,,0,1,1
693704122,00302M00:00:42.480,0302 00:32:50,1.35,,,,297.09,,1.90,,,,297.09,,0,1,1
693704123,00302M00:00:43.453,0302 00:32:51,1.22,,,,297.09,,1.82,,,,297.09,,0,1,1
693704124,00302M00:00:44.427,0302 00:32:52,1.34,,,,292.13,,1.89,,,,287.17,,0,1,1
693704125,00302M00:00:45.400,0302 00:32:53,1.40,,,,287.17,,2.01,,,,277.21,,0,1,1
693704126,00302M00:00:46.373,0302 00:32:54,1.12,,,,287.17,,1.83,,,,292.13,,0,1,1
693704127,00302M00:00:47.347,0302 00:32:55,1.04,,,,297.09,,1.81,,,,292.13,,0,1,1
693704128,00302M00:00:48.320,0302 00:32:56,1.47,,,,297.09,,1.89,,,,292.13,,0,1,1
693704129,00302M00:00:49.293,0302 00:32:57,1.28,,,,297.09,,1.81,,,,297.09,,0,1,1
693704130,00302M00:00:50.266,0302 00:32:58,1.47,,,,297.09,,2.01,,,,292.13,,0,1,1
693704131,00302M00:00:51.240,0302 00:32:59,1.59,,,,297.09,,1.89,,,,292.13,,0,1,1
693704132,00302M00:00:52.213,0302 00:33:00,1.28,,,,297.09,,1.83,,,,292.13,,0,1,1
693704133,00302M00:00:53.186,0302 00:33:01,1.28,,,,287.17,,1.76,,,,277.21,,0,1,1
693704134,00302M00:00:54.159,0302 00:33:02,1.16,,,,292.13,,1.64,,,,287.17,,0,1,1
693704135,00302M00:00:55.133,0302 00:33:03,0.91,,,,282.20,,1.58,,,,287.17,,0,1,1
693704136,00302M00:00:56.106,0302 00:33:04,0.93,,,,287.17,,1.52,,,,277.21,,0,1,1
693704137,00302M00:00:57.079,0302 00:33:05,1.10,,,,292.13,,1.52,,,,292.13,,0,1,1
693704138,00302M00:00:58.052,0302 00:33:06,0.97,,,,292.13,,1.46,,,,287.17,,0,1,1
693704139,00302M00:00:59.026,0302 00:33:06,1.09,,,,292.13,,1.58,,,,287.17,,0,1,1
693704140,00302M00:00:59.999,0302 00:33:07,1.18,,,,292.13,,1.66,,,,292.13,,0,1,1
693704141,00302M00:01:00.972,0302 00:33:08,0.85,,,,287.17,,1.64,,,,277.21,,0,1,1
693704142,00302M00:01:01.945,0302 00:33:09,0.83,,,,282.20,,1.46,,,,287.17,,0,1,1
693704143,00302M00:01:02.919,0302 00:33:10,0.91,,,,297.09,,1.58,,,,292.13,,0,1,1
