SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
682873584,00180M00:00:00.037,0180 00:14:27,1.75,,,,238.81,,2.52,,,,233.81,,1,1,1
682873585,00180M00:00:01.010,0180 00:14:28,1.77,,,,243.81,,2.57,,,,238.81,,1,1,1
682873586,00180M00:00:01.983,0180 00:14:29,1.66,,,,248.81,,2.52,,,,233.81,,1,1,1
682873587,00180M00:00:02.957,0180 00:14:30,1.99,,,,238.81,,2.63,,,,233.81,,1,1,1
682873588,00180M00:00:03.930,0180 00:14:31,1.83,,,,238.81,,2.69,,,,233.81,,1,1,1
682873589,00180M00:00:04.903,0180 00:14:32,1.99,,,,233.81,,2.42,,,,233.81,,1,1,1
682873590,00180M00:00:05.877,0180 00:14:33,2.26,,,,233.81,,2.74,,,,233.81,,1,1,1
682873591,00180M00:00:06.850,0180 00:14:34,2.00,,,,238.81,,2.70,,,,233.81,,1,1,1
682873592,00180M00:00:07.823,0180 00:14:35,2.00,,,,238.81,,2.70,,,,233.81,,1,1,1
682873593,00180M00:00:08.796,0180 00:14:36,2.00,,,,248.81,,2.70,,,,233.81,,1,1,1
682873594,00180M00:00:09.770,0180 00:14:37,1.83,,,,243.81,,2.53,,,,238.81,,1,1,1
682873595,00180M00:00:10.743,0180 00:14:38,1.61,,,,243.81,,2.42,,,,238.81,,1,1,1
682873596,00180M00:00:11.716,0180 00:14:39,1.73,,,,253.81,,2.53,,,,238.81,,1,1,1
682873597,00180M00:00:12.689,0180 00:14:40,1.73,,,,248.81,,2.48,,,,238.81,,1,1,1
682873598,00180M00:00:13.663,0180 00:14:41,1.62,,,,253.81,,2.37,,,,243.81,,1,1,1
682873599,00180M00:00:14.636,0180 00:14:42,1.67,,,,258.81,,2.42,,,,248.81,,1,1,1
682873600,00180M00:00:15.609,0180 00:14:43,1.45,,,,248.81,,2.37,,,,243.81,,1,1,1
682873601,00180M00:00:16.582,0180 00:14:44,1.67,,,,248.81,,2.53,,,,243.81,,1,1,1
682873602,00180M00:00:17.556,0180 00:14:45,1.99,,,,248.81,,2.75,,,,238.81,,1,1,1
682873603,00180M00:00:18.529,0180 00:14:46,1.94,,,,243.81,,2.75,,,,238.81,,1,1,1
682873604,00180M00:00:19.502,0180 00:14:47,1.78,,,,248.81,,2.64,,,,238.81,,1,1,1
682873605,00180M00:00:20.475,0180 00:14:48,1.78,,,,243.81,,2.53,,,,238.81,,1,1,1
682873606,00180M00:00:21.449,0180 00:14:49,1.72,,,,248.81,,2.53,,,,238.81,,1,1,1
682873607,00180M00:00:22.422,0180 00:14:50,1.90,,,,243.81,,2.69,,,,238.81,,1,1,1
682873608,00180M00:00:23.395,0180 00:14:51,1.94,,,,248.81,,2.69,,,,238.81,,1,1,1
682873609,00180M00:00:24.368,0180 00:14:52,1.89,,,,258.81,,2.53,,,,243.81,,1,1,1
682873610,00180M00:00:25.342,0180 00:14:53,1.73,,,,253.81,,2.47,,,,248.81,,1,1,1
682873611,00180M00:00:26.315,0180 00:14:54,1.56,,,,248.81,,2.43,,,,238.81,,1,1,1
682873612,00180M00:00:27.288,0180 00:14:55,1.86,,,,238.81,,2.51,,,,233.81,,1,1,1
682873613,00180M00:00:28.261,0180 00:14:56,1.83,,,,243.81,,2.63,,,,238.81,,1,1,1
682873614,00180M00:00:29.235,0180 00:14:57,1.77,,,,238.81,,2.52,,,,238.81,,1,1,1
682873615,00180M00:00:30.208,0180 00:14:58,1.88,,,,248.81,,2.68,,,,238.81,,1,1,1
682873616,00180M00:00:31.181,0180 00:14:59,2.05,,,,253.81,,2.75,,,,238.81,,1,1,1
682873617,00180M00:00:32.154,0180 00:15:00,1.92,,,,243.81,,2.59,,,,238.81,,1,1,1
682873618,00180M00:00:33.128,0180 00:15:01,1.54,,,,243.81,,2.48,,,,238.81,,1,1,1
682873619,00180M00:00:34.101,0180 00:15:02,1.72,,,,243.81,,2.36,,,,238.81,,1,1,1
682873620,00180M00:00:35.074,0180 00:15:03,1.67,,,,253.81,,2.47,,,,238.81,,1,1,1
682873621,00180M00:00:36.047,0180 00:15:03,1.67,,,,253.81,,2.47,,,,243.81,,1,1,1
682873622,00180M00:00:37.021,0180 00:15:04,1.94,,,,258.81,,2.58,,,,243.81,,1,1,1
682873623,00180M00:00:37.994,0180 00:15:05,1.89,,,,258.81,,2.53,,,,248.81,,1,1,1
682873624,00180M00:00:38.967,0180 00:15:06,1.88,,,,258.81,,2.64,,,,243.81,,1,1,1
682873625,00180M00:00:39.940,0180 00:15:07,1.83,,,,258.81,,2.48,,,,248.81,,1,1,1
682873626,00180M00:00:40.914,0180 00:15:08,1.72,,,,253.81,,2.59,,,,243.81,,1,1,1
682873627,00180M00:00:41.887,0180 00:15:09,1.96,,,,253.81,,2.75,,,,243.81,,1,1,1
682873628,00180M00:00:42.860,0180 00:15:10,2.00,,,,248.81,,2.71,,,,238.81,,1,1,1
682873629,00180M00:00:43.833,0180 00:15:11,1.86,,,,253.81,,2.65,,,,243.81,,1,1,1
682873630,00180M00:00:44.807,0180 00:15:12,1.78,,,,243.81,,2.65,,,,238.81,,1,1,1
682873631,00180M00:00:45.780,0180 00:15:13,1.78,,,,243.81,,2.53,,,,238.81,,1,1,1
682873632,00180M00:00:46.753,0180 00:15:14,1.62,,,,243.81,,2.53,,,,238.81,,1,1,1
682873633,00180M00:00:47.726,0180 00:15:15,1.72,,,,243.81,,2.58,,,,238.81,,1,1,1
682873634,00180M00:00:48.700,0180 00:15:16,1.83,,,,243.81,,2.47,,,,238.81,,1,1,1
682873635,00180M00:00:49.673,0180 00:15:17,2.04,,,,243.81,,2.37,,,,233.81,,1,1,1
682873636,00180M00:00:50.646,0180 00:15:18,1.78,,,,243.81,,2.53,,,,238.81,,1,1,1
682873637,00180M00:00:51.619,0180 00:15:19,1.67,,,,243.81,,2.48,,,,238.81,,1,1,1
682873638,00180M00:00:52.593,0180 00:15:20,1.73,,,,248.81,,2.48,,,,238.81,,1,1,1
682873639,00180M00:00:53.566,0180 00:15:21,1.72,,,,243.81,,2.48,,,,238.81,,1,1,1
682873640,00180M00:00:54.539,0180 00:15:22,1.72,,,,243.81,,2.48,,,,238.81,,1,1,1
