SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
673308226,00072M06:01:36.524,0072 05:49:22,1.26,,,,83.25,,0.93,,,,58.25,,1,1,1
673308226.5,00072M06:01:37.011,0072 05:49:22,0.82,,,,68.25,,0.73,,,,68.25,,1,1,1
673308227,00072M06:01:37.498,0072 05:49:23,0.82,,,,68.25,,1.11,,,,68.25,,1,1,1
673308227.5,00072M06:01:37.984,0072 05:49:23,0.87,,,,68.25,,1.16,,,,68.25,,1,1,1
673308228,00072M06:01:38.471,0072 05:49:24,0.77,,,,63.25,,0.96,,,,68.25,,1,1,1
673308228.5,00072M06:01:38.957,0072 05:49:24,0.67,,,,63.25,,0.82,,,,68.25,,1,1,1
673308229,00072M06:01:39.444,0072 05:49:25,0.67,,,,63.25,,0.96,,,,68.25,,1,1,1
673308229.5,00072M06:01:39.931,0072 05:49:25,0.48,,,,63.25,,1.01,,,,68.25,,1,1,1
673308230,00072M06:01:40.417,0072 05:49:26,0.53,,,,63.25,,1.10,,,,68.25,,1,1,1
673308230.5,00072M06:01:40.904,0072 05:49:26,0.72,,,,63.25,,1.10,,,,68.25,,1,1,1
673308231,00072M06:01:41.391,0072 05:49:27,0.77,,,,63.25,,0.97,,,,53.25,,1,1,1
673308231.5,00072M06:01:41.877,0072 05:49:27,0.67,,,,63.25,,1.01,,,,68.25,,1,1,1
673308232,00072M06:01:42.364,0072 05:49:28,0.67,,,,63.25,,0.86,,,,68.25,,1,1,1
673308232.5,00072M06:01:42.851,0072 05:49:28,0.67,,,,63.25,,0.91,,,,68.25,,1,1,1
673308233,00072M06:01:43.337,0072 05:49:29,0.72,,,,63.25,,0.91,,,,68.25,,1,1,1
673308233.5,00072M06:01:43.824,0072 05:49:29,0.72,,,,63.25,,0.86,,,,68.25,,1,1,1
673308234,00072M06:01:44.310,0072 05:49:30,0.61,,,,63.25,,0.81,,,,68.25,,1,1,1
673308234.5,00072M06:01:44.797,0072 05:49:30,0.53,,,,63.25,,0.96,,,,68.25,,1,1,1
673308235,00072M06:01:45.284,0072 05:49:31,0.62,,,,63.25,,1.01,,,,68.25,,1,1,1
