SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
690863293,00270M00:00:00.059,0270 00:27:01,3.05,,,,331.45,,5.71,,,,306.32,,1,1,1
690863294,00270M00:00:01.033,0270 00:27:02,2.87,,,,331.45,,5.03,,,,301.29,,1,1,1
690863295,00270M00:00:02.006,0270 00:27:03,3.43,,,,331.45,,5.52,,,,306.32,,1,1,1
690863296,00270M00:00:02.979,0270 00:27:04,33.15,,,,171.49,,3.24,,,,301.29,,1,1,1
690863297,00270M00:00:03.952,0270 00:27:05,33.11,,,,171.49,,3.94,,,,311.35,,1,1,1
690863298,00270M00:00:04.926,0270 00:27:06,3.95,,,,331.45,,5.54,,,,306.32,,1,1,1
690863299,00270M00:00:05.899,0270 00:27:07,3.44,,,,331.45,,5.73,,,,306.32,,1,1,1
690863300,00270M00:00:06.872,0270 00:27:08,3.13,,,,331.45,,3.31,,,,301.29,,1,1,1
690863301,00270M00:00:07.845,0270 00:27:09,2.61,,,,331.45,,4.90,,,,296.26,,1,1,1
690863302,00270M00:00:08.819,0270 00:27:10,2.61,,,,331.45,,4.96,,,,296.26,,1,1,1
690863303,00270M00:00:09.792,0270 00:27:11,2.93,,,,331.45,,3.18,,,,301.29,,1,1,1
690863304,00270M00:00:10.765,0270 00:27:12,3.45,,,,331.45,,5.74,,,,306.32,,1,1,1
