SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
681808290,00168M00:00:00.553,0168 00:12:33,2.69,,,,252.11,,4.09,,,,272.10,,1,1,1
681808291,00168M00:00:01.527,0168 00:12:34,2.21,,,,252.11,,4.25,,,,272.10,,1,1,1
681808292,00168M00:00:02.500,0168 00:12:35,2.20,,,,252.11,,4.08,,,,272.10,,1,1,1
681808293,00168M00:00:03.473,0168 00:12:36,2.20,,,,252.11,,3.49,,,,272.10,,1,1,1
681808294,00168M00:00:04.446,0168 00:12:37,2.42,,,,252.11,,4.36,,,,272.10,,1,1,1
681808295,00168M00:00:05.420,0168 00:12:38,2.74,,,,252.11,,4.58,,,,272.10,,1,1,1
681808296,00168M00:00:06.393,0168 00:12:39,2.85,,,,252.11,,4.47,,,,272.10,,1,1,1
681808297,00168M00:00:07.366,0168 00:12:40,2.69,,,,252.11,,4.08,,,,272.10,,1,1,1
681808298,00168M00:00:08.339,0168 00:12:41,2.58,,,,252.11,,4.35,,,,272.10,,1,1,1
681808299,00168M00:00:09.313,0168 00:12:42,2.53,,,,252.11,,3.66,,,,272.10,,1,1,1
681808300,00168M00:00:10.286,0168 00:12:42,2.53,,,,252.11,,3.92,,,,272.10,,1,1,1
681808301,00168M00:00:11.259,0168 00:12:43,2.64,,,,252.11,,4.10,,,,272.10,,1,1,1
681808302,00168M00:00:12.232,0168 00:12:44,2.96,,,,252.11,,2.86,,,,267.11,,1,1,1
681808303,00168M00:00:13.206,0168 00:12:45,2.26,,,,252.11,,4.04,,,,272.10,,1,1,1
681808304,00168M00:00:14.179,0168 00:12:46,2.69,,,,252.11,,3.76,,,,272.10,,1,1,1
681808305,00168M00:00:15.152,0168 00:12:47,2.53,,,,252.11,,3.71,,,,272.10,,1,1,1
681808306,00168M00:00:16.125,0168 00:12:48,2.69,,,,252.11,,3.66,,,,262.11,,1,1,1
681808307,00168M00:00:17.099,0168 00:12:49,2.91,,,,252.11,,3.61,,,,267.11,,1,1,1
681808308,00168M00:00:18.072,0168 00:12:50,2.48,,,,252.11,,3.77,,,,272.10,,1,1,1
681808309,00168M00:00:19.045,0168 00:12:51,2.42,,,,252.11,,3.82,,,,272.10,,1,1,1
681808310,00168M00:00:20.018,0168 00:12:52,2.48,,,,252.11,,3.50,,,,272.10,,1,1,1
681808311,00168M00:00:20.992,0168 00:12:53,2.64,,,,252.11,,3.17,,,,267.11,,1,1,1
681808312,00168M00:00:21.965,0168 00:12:54,2.75,,,,252.11,,3.55,,,,267.11,,1,1,1
681808313,00168M00:00:22.938,0168 00:12:55,2.80,,,,252.11,,3.67,,,,267.11,,1,1,1
681808314,00168M00:00:23.911,0168 00:12:56,2.80,,,,252.11,,3.83,,,,272.10,,1,1,1
681808315,00168M00:00:24.885,0168 00:12:57,2.48,,,,252.11,,4.04,,,,272.10,,1,1,1
681808316,00168M00:00:25.858,0168 00:12:58,2.69,,,,252.11,,4.79,,,,272.10,,1,1,1
681808317,00168M00:00:26.831,0168 00:12:59,2.80,,,,252.11,,3.83,,,,272.10,,1,1,1
681808318,00168M00:00:27.804,0168 00:13:00,2.64,,,,252.11,,3.83,,,,272.10,,1,1,1
681808319,00168M00:00:28.778,0168 00:13:01,3.29,,,,252.11,,3.34,,,,267.11,,1,1,1
681808320,00168M00:00:29.751,0168 00:13:02,3.18,,,,252.11,,3.88,,,,267.11,,1,1,1
681808321,00168M00:00:30.724,0168 00:13:03,2.80,,,,252.11,,4.36,,,,272.10,,1,1,1
681808322,00168M00:00:31.697,0168 00:13:04,2.85,,,,252.11,,4.20,,,,272.10,,1,1,1
681808323,00168M00:00:32.671,0168 00:13:05,2.86,,,,252.11,,4.58,,,,272.10,,1,1,1
681808324,00168M00:00:33.644,0168 00:13:06,2.86,,,,252.11,,4.85,,,,272.10,,1,1,1
681808325,00168M00:00:34.617,0168 00:13:07,2.97,,,,252.11,,3.24,,,,267.11,,1,1,1
681808326,00168M00:00:35.590,0168 00:13:08,2.86,,,,252.11,,3.94,,,,262.11,,1,1,1
681808327,00168M00:00:36.564,0168 00:13:09,2.69,,,,252.11,,3.72,,,,272.10,,1,1,1
681808328,00168M00:00:37.537,0168 00:13:10,2.91,,,,252.11,,4.25,,,,272.10,,1,1,1
681808329,00168M00:00:38.510,0168 00:13:11,2.64,,,,252.11,,4.68,,,,272.10,,1,1,1
681808330,00168M00:00:39.483,0168 00:13:12,2.64,,,,252.11,,3.93,,,,272.10,,1,1,1
681808331,00168M00:00:40.457,0168 00:13:13,2.58,,,,252.11,,3.93,,,,272.10,,1,1,1
681808332,00168M00:00:41.430,0168 00:13:14,2.69,,,,252.11,,3.01,,,,267.11,,1,1,1
681808333,00168M00:00:42.403,0168 00:13:15,2.74,,,,252.11,,3.82,,,,262.11,,1,1,1
681808334,00168M00:00:43.376,0168 00:13:16,2.69,,,,252.11,,3.33,,,,267.11,,1,1,1
681808335,00168M00:00:44.350,0168 00:13:17,3.07,,,,252.11,,3.39,,,,267.11,,1,1,1
681808336,00168M00:00:45.323,0168 00:13:18,2.96,,,,252.11,,3.34,,,,267.11,,1,1,1
681808337,00168M00:00:46.296,0168 00:13:19,3.07,,,,252.11,,3.72,,,,267.11,,1,1,1
681808338,00168M00:00:47.269,0168 00:13:19,3.02,,,,252.11,,3.67,,,,267.11,,1,1,1
