SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
689087803,00250M00:00:00.919,0250 00:24:04,4.00,,,,331.46,,5.37,,,,316.39,,1,1,1
689087804,00250M00:00:01.892,0250 00:24:05,4.50,,,,331.46,,5.62,,,,311.36,,1,1,1
689087805,00250M00:00:02.866,0250 00:24:06,5.31,,,,331.46,,5.62,,,,316.39,,1,1,1
689087806,00250M00:00:03.839,0250 00:24:07,3.94,,,,331.46,,5.12,,,,311.36,,1,1,1
689087807,00250M00:00:04.812,0250 00:24:08,4.64,,,,331.46,,3.70,,,,321.41,,1,1,1
689087808,00250M00:00:05.785,0250 00:24:09,3.59,,,,331.46,,4.96,,,,311.36,,1,1,1
689087809,00250M00:00:06.759,0250 00:24:10,3.69,,,,331.46,,5.37,,,,311.36,,1,1,1
689087810,00250M00:00:07.732,0250 00:24:11,3.56,,,,331.46,,5.11,,,,311.36,,1,1,1
689087811,00250M00:00:08.705,0250 00:24:12,3.43,,,,331.46,,5.30,,,,306.32,,1,1,1
689087812,00250M00:00:09.678,0250 00:24:13,3.44,,,,331.46,,3.25,,,,301.29,,1,1,1
689087813,00250M00:00:10.652,0250 00:24:14,3.61,,,,331.46,,5.17,,,,316.39,,1,1,1
689087814,00250M00:00:11.625,0250 00:24:15,32.42,,,,171.50,,5.35,,,,311.36,,1,1,1
689087815,00250M00:00:12.598,0250 00:24:16,3.49,,,,331.46,,5.61,,,,311.36,,1,1,1
689087816,00250M00:00:13.571,0250 00:24:17,3.74,,,,331.46,,5.61,,,,311.36,,1,1,1
689087817,00250M00:00:14.545,0250 00:24:18,4.75,,,,331.46,,5.68,,,,311.36,,1,1,1
689087818,00250M00:00:15.518,0250 00:24:19,32.43,,,,171.50,,5.42,,,,311.36,,1,1,1
689087819,00250M00:00:16.491,0250 00:24:20,4.75,,,,331.46,,5.12,,,,316.39,,1,1,1
689087820,00250M00:00:17.464,0250 00:24:21,4.63,,,,331.46,,5.50,,,,311.36,,1,1,1
689087821,00250M00:00:18.438,0250 00:24:22,5.00,,,,331.46,,5.62,,,,316.39,,1,1,1
689087822,00250M00:00:19.411,0250 00:24:23,5.19,,,,331.46,,5.06,,,,316.39,,1,1,1
689087823,00250M00:00:20.384,0250 00:24:24,5.51,,,,331.46,,5.63,,,,316.39,,1,1,1
689087824,00250M00:00:21.357,0250 00:24:25,5.96,,,,331.46,,6.08,,,,316.39,,1,1,1
689087825,00250M00:00:22.331,0250 00:24:26,32.67,,,,171.50,,5.71,,,,311.36,,1,1,1
689087826,00250M00:00:23.304,0250 00:24:27,5.58,,,,331.46,,5.76,,,,316.39,,1,1,1
689087827,00250M00:00:24.277,0250 00:24:28,5.58,,,,331.46,,5.76,,,,316.39,,1,1,1
689087828,00250M00:00:25.250,0250 00:24:29,5.20,,,,331.46,,5.73,,,,316.39,,1,1,1
689087829,00250M00:00:26.224,0250 00:24:30,3.63,,,,331.46,,5.63,,,,311.36,,1,1,1
689087830,00250M00:00:27.197,0250 00:24:31,4.56,,,,331.46,,5.56,,,,316.39,,1,1,1
689087831,00250M00:00:28.170,0250 00:24:31,4.87,,,,331.46,,5.48,,,,316.39,,1,1,1
689087832,00250M00:00:29.143,0250 00:24:32,32.43,,,,171.50,,5.29,,,,316.39,,1,1,1
689087833,00250M00:00:30.117,0250 00:24:33,32.45,,,,171.50,,5.48,,,,311.36,,1,1,1
689087834,00250M00:00:31.090,0250 00:24:34,3.62,,,,331.46,,5.17,,,,316.39,,1,1,1
689087835,00250M00:00:32.063,0250 00:24:35,3.94,,,,331.46,,4.81,,,,316.39,,1,1,1
689087836,00250M00:00:33.036,0250 00:24:36,4.00,,,,331.46,,5.30,,,,316.39,,1,1,1
689087837,00250M00:00:34.010,0250 00:24:37,32.44,,,,171.50,,4.92,,,,311.36,,1,1,1
689087838,00250M00:00:34.983,0250 00:24:38,3.18,,,,331.46,,5.24,,,,306.32,,1,1,1
689087839,00250M00:00:35.956,0250 00:24:39,2.87,,,,331.46,,3.24,,,,306.32,,1,1,1
689087840,00250M00:00:36.929,0250 00:24:40,3.68,,,,331.46,,4.99,,,,316.39,,1,1,1
689087841,00250M00:00:37.903,0250 00:24:41,3.32,,,,331.46,,3.17,,,,306.32,,1,1,1
689087842,00250M00:00:38.876,0250 00:24:42,2.88,,,,331.46,,3.26,,,,301.29,,1,1,1
689087843,00250M00:00:39.849,0250 00:24:43,3.63,,,,331.46,,5.44,,,,311.36,,1,1,1
689087844,00250M00:00:40.822,0250 00:24:44,3.19,,,,331.46,,5.62,,,,306.32,,1,1,1
689087845,00250M00:00:41.796,0250 00:24:45,3.37,,,,331.46,,5.63,,,,306.32,,1,1,1
689087846,00250M00:00:42.769,0250 00:24:46,3.43,,,,331.46,,5.36,,,,306.32,,1,1,1
689087847,00250M00:00:43.742,0250 00:24:47,3.31,,,,331.46,,4.98,,,,311.36,,1,1,1
689087848,00250M00:00:44.716,0250 00:24:48,3.37,,,,331.46,,3.59,,,,316.39,,1,1,1
689087849,00250M00:00:45.689,0250 00:24:49,3.06,,,,331.46,,3.18,,,,326.44,,1,1,1
689087850,00250M00:00:46.662,0250 00:24:50,3.87,,,,331.46,,3.74,,,,321.41,,1,1,1
689087851,00250M00:00:47.635,0250 00:24:51,3.12,,,,331.46,,3.30,,,,306.32,,1,1,1
689087852,00250M00:00:48.609,0250 00:24:52,3.19,,,,331.46,,3.25,,,,311.36,,1,1,1
689087853,00250M00:00:49.582,0250 00:24:53,3.25,,,,331.46,,3.43,,,,311.36,,1,1,1
689087854,00250M00:00:50.555,0250 00:24:54,4.50,,,,331.46,,5.05,,,,316.39,,1,1,1
689087855,00250M00:00:51.528,0250 00:24:55,32.46,,,,171.50,,3.80,,,,316.39,,1,1,1
689087856,00250M00:00:52.502,0250 00:24:56,2.80,,,,331.46,,3.23,,,,306.32,,1,1,1
689087857,00250M00:00:53.475,0250 00:24:57,3.12,,,,331.46,,3.68,,,,311.36,,1,1,1
689087858,00250M00:00:54.448,0250 00:24:58,3.94,,,,331.46,,5.24,,,,316.39,,1,1,1
689087859,00250M00:00:55.421,0250 00:24:59,32.44,,,,171.50,,5.36,,,,316.39,,1,1,1
689087860,00250M00:00:56.395,0250 00:25:00,32.58,,,,171.50,,5.25,,,,316.39,,1,1,1
689087861,00250M00:00:57.368,0250 00:25:01,3.93,,,,331.46,,4.22,,,,316.39,,1,1,1
689087862,00250M00:00:58.341,0250 00:25:02,3.56,,,,331.46,,3.87,,,,316.39,,1,1,1
689087863,00250M00:00:59.314,0250 00:25:03,32.44,,,,171.50,,3.68,,,,316.39,,1,1,1
689087864,00250M00:01:00.288,0250 00:25:04,3.12,,,,331.46,,3.61,,,,311.36,,1,1,1
689087865,00250M00:01:01.261,0250 00:25:05,2.74,,,,331.46,,3.15,,,,301.29,,1,1,1
689087866,00250M00:01:02.234,0250 00:25:06,3.67,,,,331.46,,3.92,,,,316.39,,1,1,1
689087867,00250M00:01:03.207,0250 00:25:07,3.24,,,,331.46,,3.23,,,,306.32,,1,1,1
