SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
670375030,00039M05:02:37.740,0039 04:38:27,0.47,,,,260.57,,0.80,,,,230.57,,1,1,1
670375030.5,00039M05:02:38.226,0039 04:38:28,0.42,,,,260.57,,0.69,,,,235.57,,1,1,1
670375031,00039M05:02:38.713,0039 04:38:28,0.33,,,,260.57,,0.95,,,,235.57,,1,1,1
670375031.5,00039M05:02:39.200,0039 04:38:29,0.38,,,,260.57,,0.89,,,,230.57,,1,1,1
670375032,00039M05:02:39.686,0039 04:38:29,0.38,,,,260.57,,0.75,,,,230.57,,1,1,1
670375032.5,00039M05:02:40.173,0039 04:38:30,0.47,,,,260.57,,0.89,,,,230.57,,1,1,1
670375033,00039M05:02:40.660,0039 04:38:30,0.52,,,,260.57,,0.75,,,,230.57,,1,1,1
670375033.5,00039M05:02:41.146,0039 04:38:30,0.52,,,,260.57,,0.91,,,,235.57,,1,1,1
670375034,00039M05:02:41.633,0039 04:38:31,0.38,,,,260.57,,0.61,,,,230.57,,1,1,1
670375034.5,00039M05:02:42.119,0039 04:38:31,0.47,,,,260.57,,0.84,,,,230.57,,1,1,1
670375035,00039M05:02:42.606,0039 04:38:32,0.42,,,,260.57,,0.75,,,,230.57,,1,1,1
670375035.5,00039M05:02:43.093,0039 04:38:32,0.42,,,,260.57,,0.72,,,,235.57,,1,1,1
670375036,00039M05:02:43.579,0039 04:38:33,0.42,,,,260.57,,0.84,,,,265.57,,1,1,1
670375036.5,00039M05:02:44.066,0039 04:38:33,0.56,,,,260.57,,0.95,,,,235.57,,1,1,1
670375037,00039M05:02:44.553,0039 04:38:34,0.47,,,,260.57,,0.74,,,,235.57,,1,1,1
670375037.5,00039M05:02:45.039,0039 04:38:34,0.47,,,,260.57,,0.80,,,,235.57,,1,1,1
670375038,00039M05:02:45.526,0039 04:38:35,0.38,,,,260.57,,0.64,,,,230.57,,1,1,1
670375038.5,00039M05:02:46.012,0039 04:38:35,0.38,,,,260.57,,0.56,,,,230.57,,1,1,1
670375039,00039M05:02:46.499,0039 04:38:36,0.47,,,,260.57,,0.88,,,,235.57,,1,1,1
670375039.5,00039M05:02:46.986,0039 04:38:36,0.47,,,,260.57,,0.88,,,,235.57,,1,1,1
670375040,00039M05:02:47.472,0039 04:38:37,0.47,,,,260.57,,0.78,,,,235.57,,1,1,1
670375040.5,00039M05:02:47.959,0039 04:38:37,0.42,,,,260.57,,0.67,,,,230.57,,1,1,1
670375041,00039M05:02:48.446,0039 04:38:38,0.52,,,,260.57,,0.61,,,,235.57,,1,1,1
670375041.5,00039M05:02:48.932,0039 04:38:38,0.47,,,,260.57,,0.83,,,,235.57,,1,1,1
670375042,00039M05:02:49.419,0039 04:38:39,0.66,,,,260.57,,0.84,,,,265.57,,1,1,1
670375042.5,00039M05:02:49.905,0039 04:38:39,0.47,,,,260.57,,0.73,,,,235.57,,1,1,1
