SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
688770715,00246M10:16:34.399,0246 10:40:07,,,,,,,4.16,,,,157.16,,0,1,1
688770716,00246M10:16:35.372,0246 10:40:08,,,,,,,4.20,,,,147.15,,0,1,1
688770717,00246M10:16:36.345,0246 10:40:09,,,,,,,4.23,,,,162.15,,0,1,1
688770718,00246M10:16:37.318,0246 10:40:10,,,,,,,7.76,,,,162.15,,0,1,1
688770719,00246M10:16:38.292,0246 10:40:11,4.76,,,,187.00,,7.19,,,,162.15,,1,1,1
688770720,00246M10:16:39.265,0246 10:40:12,4.90,,,,187.00,,7.24,,,,162.15,,1,1,1
688770721,00246M10:16:40.238,0246 10:40:13,5.09,,,,187.00,,6.90,,,,162.15,,1,1,1
688770722,00246M10:16:41.211,0246 10:40:14,4.65,,,,187.00,,7.19,,,,167.13,,1,1,1
688770723,00246M10:16:42.185,0246 10:40:15,5.19,,,,187.00,,4.12,,,,157.16,,1,1,1
688770724,00246M10:16:43.158,0246 10:40:16,4.65,,,,187.00,,4.72,,,,162.15,,1,1,1
688770725,00246M10:16:44.131,0246 10:40:17,4.42,,,,187.00,,3.99,,,,157.16,,1,1,1
688770726,00246M10:16:45.104,0246 10:40:18,43.28,,,,26.81,,3.07,,,,152.16,,1,1,1
688770727,00246M10:16:46.078,0246 10:40:19,1.43,,,,187.00,,2.66,,,,122.01,,1,1,1
688770728,00246M10:16:47.051,0246 10:40:20,43.68,,,,26.81,,2.09,,,,137.11,,1,1,1
688770729,00246M10:16:48.024,0246 10:40:21,3.13,,,,187.00,,2.19,,,,147.15,,1,1,1
688770730,00246M10:16:48.997,0246 10:40:22,2.95,,,,187.00,,1.76,,,,147.15,,1,1,1
688770731,00246M10:16:49.971,0246 10:40:23,43.81,,,,26.81,,1.76,,,,152.16,,1,1,1
688770732,00246M10:16:50.944,0246 10:40:24,2.54,,,,187.00,,0.84,,,,147.15,,1,1,1
688770733,00246M10:16:51.917,0246 10:40:25,3.38,,,,187.00,,2.60,,,,132.08,,1,1,1
688770734,00246M10:16:52.890,0246 10:40:26,4.02,,,,187.00,,5.00,,,,142.14,,1,1,1
688770735,00246M10:16:53.864,0246 10:40:27,4.12,,,,187.00,,4.44,,,,157.16,,1,1,1
688770736,00246M10:16:54.837,0246 10:40:28,4.67,,,,187.00,,6.69,,,,162.15,,1,1,1
688770737,00246M10:16:55.810,0246 10:40:29,6.22,,,,187.00,,7.97,,,,167.13,,1,1,1
688770738,00246M10:16:56.783,0246 10:40:30,5.31,,,,187.00,,9.26,,,,162.15,,1,1,1
688770739,00246M10:16:57.757,0246 10:40:31,5.83,,,,187.00,,9.44,,,,162.15,,1,1,1
688770740,00246M10:16:58.730,0246 10:40:32,5.23,,,,187.00,,9.06,,,,162.15,,1,1,1
688770741,00246M10:16:59.703,0246 10:40:33,4.90,,,,187.00,,7.66,,,,167.13,,1,1,1
688770742,00246M10:17:00.676,0246 10:40:34,4.93,,,,187.00,,7.42,,,,167.13,,1,1,1
688770743,00246M10:17:01.650,0246 10:40:35,3.99,,,,187.00,,7.40,,,,167.13,,1,1,1
688770744,00246M10:17:02.623,0246 10:40:36,4.56,,,,187.00,,7.31,,,,167.13,,1,1,1
688770745,00246M10:17:03.596,0246 10:40:37,5.21,,,,187.00,,7.15,,,,162.15,,1,1,1
688770746,00246M10:17:04.569,0246 10:40:38,4.16,,,,187.00,,7.76,,,,167.13,,1,1,1
688770747,00246M10:17:05.543,0246 10:40:39,5.06,,,,187.00,,7.49,,,,167.13,,1,1,1
688770748,00246M10:17:06.516,0246 10:40:40,4.99,,,,187.00,,8.14,,,,167.13,,1,1,1
688770749,00246M10:17:07.489,0246 10:40:41,4.55,,,,187.00,,7.38,,,,167.13,,1,1,1
688770750,00246M10:17:08.462,0246 10:40:41,4.99,,,,187.00,,7.39,,,,167.13,,1,1,1
688770751,00246M10:17:09.436,0246 10:40:42,5.21,,,,187.00,,7.39,,,,167.13,,1,1,1
688770752,00246M10:17:10.409,0246 10:40:43,4.45,,,,187.00,,7.40,,,,167.13,,1,1,1
688770753,00246M10:17:11.382,0246 10:40:44,3.79,,,,187.00,,4.27,,,,157.16,,1,1,1
688770754,00246M10:17:12.355,0246 10:40:45,3.78,,,,187.00,,7.21,,,,162.15,,1,1,1
688770755,00246M10:17:13.329,0246 10:40:46,3.96,,,,187.00,,7.35,,,,162.15,,1,1,1
688770756,00246M10:17:14.302,0246 10:40:47,3.76,,,,187.00,,7.27,,,,167.13,,1,1,1
688770757,00246M10:17:15.275,0246 10:40:48,4.33,,,,187.00,,4.98,,,,167.13,,1,1,1
688770758,00246M10:17:16.248,0246 10:40:49,4.45,,,,187.00,,6.33,,,,167.13,,1,1,1
688770759,00246M10:17:17.222,0246 10:40:50,4.24,,,,187.00,,6.83,,,,167.13,,1,1,1
